rating,date,variation,verified_reviews,feedback
2,30-Jul-18,Black  Dot,"For the price, the product is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn’t know that the product has to be plugged in at all times to work. So I really don’t like that it’s not a stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don’t. Lastly, I’m sure the echo dot can do a lot but I haven’t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “Alexa”.",0
5,30-Jul-18,Black  Dot,"I love this product so far only because of the few things I can do with it...such as set a timer, a reminder, play music and games. I don't like that to get the full enjoyment from it that you have to purchase so many things. It was also very difficult to set up. The directions made it sound as simple as one, two, three but they forgot about step four, five and six. I was almost ready to send to back.The app is extremely slow and it took hours to get this thing set up. However depending on what you are going to be using it for I think it's an ok item.",1
5,30-Jul-18,White  Dot,Love the echo dot it’s amaxing!!!,1
4,30-Jul-18,Black  Dot,"I like to use it for listening to podcasts.  I like to set up the greeting in the morning to tell me what's new.  The one thing I don't like was getting it to recognize the radio station I wanted to listen to.  I finally got it working, but had to work through the bugs.",1
5,30-Jul-18,Black  Dot,"Just like it's big sister, the Echo, only smaller, with slightly less audio fidelity, but much lower price (on amazon prime day:-)Used in another room to add Alexa to an additional room.",1
5,30-Jul-18,Black  Dot,It does everything  the big guy does,1
5,30-Jul-18,Black  Dot,Great product - understands my accent!,1
5,30-Jul-18,Black  Dot,Love it... can't stop using it..,1
5,30-Jul-18,White  Dot,Really like the availability to get instant music throughout the house.,1
3,30-Jul-18,White  Dot, ,1
5,30-Jul-18,White  Dot,"very handy in the kitchen, sets timer and gives me extra help on setting oven temps.",1
5,30-Jul-18,Black  Dot,Cool little speaker..I love her alarms and connected it to my speakers and it sounds great!!,1
5,30-Jul-18,Black  Dot,It is s great tool helping with information.,1
1,30-Jul-18,White  Dot,Used twice not working!!!!!!!,0
5,30-Jul-18,Black  Dot,Awesome piece of technology that has simplified my life. Great purchase.,1
3,30-Jul-18,Black  Dot,"I jumped on the bandwagon by purchasing an Echo.  I feel like there was a struggle getting connected and then three days later, the device is sharing news and weather.  Now we use it some, but have not tapped in to all options.  Still testing it out.",1
4,30-Jul-18,White  Dot,Love Alexa. Love the Echo Dot but we have trouble with the speakers when using the intercom.,1
5,30-Jul-18,White  Dot,"Love it , Now if I can only find the correct smart (links)Plug to connect this too",1
4,30-Jul-18,White  Dot,Work pretty well,1
4,30-Jul-18,Black  Dot,Still learning it,1
5,30-Jul-18,White  Dot,"We really love our Echo Dot, we can get questions answered right away and play any music we can think of.",1
5,30-Jul-18,Black  Dot,Usual reliable Alexa,1
3,30-Jul-18,Black  Dot,Speaker could be better qualty,1
1,30-Jul-18,Black  Dot,This device does not interact with my home filled with Apple devices.  How disappointing!,0
5,30-Jul-18,Black  Dot,Have the echo wanted something smaller in another room  they work together great,1
5,30-Jul-18,Black  Dot,"Love it!! It is so handy and easy to use. Got it for my classroom, but I many need to just get another one.",1
5,30-Jul-18,Black  Dot,Very pleased,1
4,30-Jul-18,Black  Dot,Primarily for music in our bedroom.  I wish the speaker had better fidelity.,1
5,30-Jul-18,Black  Dot,Nice,1
5,30-Jul-18,Black  Dot,"Music, weather, time.",1
5,30-Jul-18,Black  Dot,"Great, love it!",1
2,30-Jul-18,White  Dot,Not all that happy. The speaker isn’t great and for some reason a lot of times when I play music it will start to make some weird noise and just stop. My son has a google home and it is much better,0
3,30-Jul-18,Black  Dot,Not impressed,1
5,30-Jul-18,Black  Dot,I really like it .,1
5,30-Jul-18,White  Dot,it takes a while to learn the uses and I'm still learning!,1
5,30-Jul-18,Black  Dot,Alexa is phenomenal!,1
2,30-Jul-18,Black  Dot,"When you think about it this really doesn’t do much. Play music, answer stupid questions, finally it was able to hook up to thermostat. I can see why price is dropping like a rock.",0
4,30-Jul-18,Black  Dot,"The Echo Dot (2nd Generation) Smart Speaker is very compound in size, however it  projects very good sound. It also has a port in which you can connect an external speaker  for greater projection of sound. I also like it size because it's not awkward, and it doesn't take up a lot of space. It works great with the Alexa App. I also think the size is great for college students who live in dorm rooms with small limited spacing.",1
5,30-Jul-18,Black  Dot,I use the echo dot several different ways in my home. I use it downstairs to control lighting. I also take it out on my deck to stream music to a Bluetooth speaker. It works great for what I need.,1
5,30-Jul-18,White  Dot,I have an echo but wanted a dot for my bedroom. It was even easier to set up than my original echo.,1
5,30-Jul-18,Black  Dot,"Makes turning on and off things in the house so simple. Great for little updates as well, like checking the weather and such.",1
5,30-Jul-18,Black  Dot,"Great product, fun to use!!",1
4,30-Jul-18,Black  Dot,Needs to be smarter,1
5,30-Jul-18,Black  Dot,I really enjoy being able to just make a request  for my favorite music and it happens I have no complaints at this time...,1
5,30-Jul-18,Black  Dot,Love it. Works great making my home a smarthome,1
5,30-Jul-18,White  Dot,I really like the echo dot. It’s amazing to be able to set an alarm or timer just by talking to the echo dot.,1
5,30-Jul-18,White  Dot,Convenient and fun.,1
4,30-Jul-18,White  Dot,It's alright....,1
4,30-Jul-18,Black  Dot,this is my first Alexa enabled device and so far its lived up to its reputation!,1
5,30-Jul-18,Black  Dot,"I love searching the Alexa skill shop on the app. Useful things like having Alexa turn my lights on and off, listening to news updates every morning. And fun stuff like telling Alexa to make the Star Trek red alert nois. Or playing song quiz with friends.",1
4,30-Jul-18,Black  Dot,Second dot.,1
5,30-Jul-18,Black  Dot,Son loves it.,1
5,30-Jul-18,Black  Dot,I love how compact it is.,1
1,30-Jul-18,Black  Dot,"This worked well for about 6 months but then stopped connecting to the internet (wifi) and none of the trouble shooting efforts worked.  Amazon customer service couldn't help further and told me warranty was only 3 months, which was very disappointing, so they weren't willing to replace.",0
5,30-Jul-18,Black  Dot,"It talks to me, plays the type of music i want to listen to, and even turns off when I ask if to.",1
2,30-Jul-18,Black  Dot,Ask it to play Motown radio on Pandora and it keeps asking if I want to add a salsa station. Motown isn’t close to salsa phonetically.,0
5,30-Jul-18,Black  Dot,"Love it, we are still learning the capabilities, having a lot of fun.",1
4,30-Jul-18,Black  Dot,Easy to set up. Still trying to get it to connect to a light bulb smart plug. Grandkids think Alex is cool!,1
5,30-Jul-18,White  Dot,I love it! I use it for everything. It’s a part of my daily routine,1
4,30-Jul-18,Black  Dot,"The Alexa program is great, but the quality is not the best. It could definitely be louder.",1
4,30-Jul-18,White  Dot,Overall I like this. Though Siri on my phone can do more for what I need as I don’t have a “smart home” and don’t intend to make it one. But it’s fun and I use it for music and to have it read me my audible books.,1
3,30-Jul-18,Black  Dot,Alexa is pretty basic and almost like a toy. Shouldn't have been released into the market without proper development. Speech recognition fails to understand basic American and British Accent.The music it can play is very restrictive. Speech isn't refined in a way that we understand a (almost a) human is speaking. Linking to Youtube via amazon web services doesn't work.,1
5,30-Jul-18,White  Dot,Set up is so easy.,1
5,30-Jul-18,Black  Dot,Love it,1
4,30-Jul-18,Black  Dot,I'm amazed with the alarm. I tell Alexa to wake me up to a particular song and it does.  I love the play list if music. Not sure if i don't keep prime if music will still be available. However i did love the fact Amazon gave me music free for 3 months...they should have given prime free for 3 months as well.,1
5,30-Jul-18,White  Dot,I love all of the things that it can do. I can play with it and learn from it.,1
5,30-Jul-18,Black  Dot,"Been debating on getting one, but am happy I did! Still more to explore. Thanks!",1
5,30-Jul-18,White  Dot,"I'm finding more and more uses for this all the time. It keeps me informed with news and weather, I can get a daily Bible verse, and have it play music. New skills are added all the time. The future is here!",1
5,30-Jul-18,White  Dot,I love to watch my wife argue with Alexa.  I woke up one night listening to Alexa talking to my cell phone. ????,1
5,30-Jul-18,Black  Dot, ,1
1,30-Jul-18,White  Dot, ,0
4,30-Jul-18,Black  Dot,Gave as a gift - they loved it.,1
5,30-Jul-18,Black  Dot,The Echo Dot was everything that I expected and more.,1
5,30-Jul-18,Black  Dot,I love this its super convenient and makes my life a little easier,1
5,30-Jul-18,White  Dot,"I love my echo dot. Has many features and works great.The only thing I don't like about it, is that I can't play my iMusic on it. I'm going to have to pay for a Spotify or Amazon music account.",1
4,30-Jul-18,White  Dot,Its Great. Lots Of Fun!!,1
4,30-Jul-18,White  Dot,"Easy setup. Alexa needs a lot of training,",1
5,30-Jul-18,White  Dot,Third echo dot purchased. Love the product.,1
5,30-Jul-18,Black  Dot,I like the compact structure of the Dot. The sound is a little too low.,1
4,30-Jul-18,White  Dot,"Handy if you don't expect much out of it much ""dumber"" than the assistant in my phone.",1
5,30-Jul-18,Black  Dot,It's easy to set up and use. There are new features and skills added all the time.,1
3,30-Jul-18,White  Dot,Love the product but dislike that I can’t sync up my Apple Music for Alexa to play,1
5,30-Jul-18,Black  Dot,Have had for just one week so far and I can say it is a blast to have.,1
4,30-Jul-18,Black  Dot,love it,1
5,30-Jul-18,Black  Dot,Works like a charm.,1
5,30-Jul-18,Black  Dot,Good speaker for bedroom or office,1
4,30-Jul-18,Black  Dot,Small speaker tin sound. Great with good Bluetooth speaker.,1
5,30-Jul-18,White  Dot,Fun and  information.  No dislikes  so far !! Like the convenience!!,1
5,30-Jul-18,Black  Dot,It was easy to set up and affordable! Love it!,1
5,30-Jul-18,White  Dot,I love that I can shut the microphone off at night so my children can’t talk to it at bed time and she has an automatic sleep timer for their lullaby music. Not sure how I survived with out this for so long.,1
5,30-Jul-18,Black  Dot,Echo Dot and related devices are the best thing to come in a long time.,1
3,30-Jul-18,Black  Dot,"The sound quality wasn’t great, but it was inexpensive",1
5,30-Jul-18,Black  Dot,Works great... bought it for my shop so that it is like an intercom to the house.,1
4,30-Jul-18,Black  Dot,It isn’t bad for what it is. Have issues with it actually playing what I want. Getting it use iHeartRadio properly by playing the station I want is a challenge but it’s not bad for the sale price I paid.,1
